ticket_id,status,assignee,changed_date
180,На согласовании,aplyukhina,2025-01-12 16:21:22
180,Выполнено,aplyukhina,2025-01-12 20:53:40
181,Ожидает обработки,rkarvenov,2025-02-04 23:43:18
181,В работе,rkarvenov,2025-02-05 03:14:23
181,В разработке,rkarvenov,2025-02-05 07:02:59
181,Ожидается ответ пользователя,nikiforovaana,2025-02-05 11:36:23
181,В разработке,rkarvenov,2025-02-05 16:09:47
181,На согласовании,alesushkov,2025-02-05 19:53:21
181,Выполнено,rkarvenov,2025-02-06 00:16:20
182,Ожидает обработки,ymosyagina,2025-02-22 02:11:25
182,В работе,nikiforovaana,2025-02-22 04:45:05
182,Ожидается ответ пользователя,rkarvenov,2025-02-22 08:18:30
182,Выполнено,ymosyagina,2025-02-22 11:03:30
183,Ожидает обработки,aplyukhina,2024-12-20 15:09:04
183,В работе,aplyukhina,2024-12-20 17:23:18
183,Ожидается ответ пользователя,aplyukhina,2024-12-20 21:24:29
183,Ожидается ответ пользователя,aplyukhina,2024-12-21 00:32:50
183,На согласовании,asayfuddinov,2024-12-21 05:20:19
183,В разработке,msharova,2024-12-21 12:52:47
183,Отменен,aplyukhina,2024-12-21 20:55:02
184,Ожидает обработки,asayfuddinov,2024-11-29 17:55:30
184,В работе,asayfuddinov,2024-11-29 20:16:16
184,В работе,asayfuddinov,2024-11-29 21:44:54
184,Ожидается ответ пользователя,asayfuddinov,2024-11-30 00:17:23
184,Ожидается ответ пользователя,rkarvenov,2024-11-30 01:21:41
184,На согласовании,msharova,2024-11-30 04:12:50
184,Выполнено,msharova,2024-11-30 06:16:40
185,Ожидает обработки,ymosyagina,2024-12-29 11:45:45
185,В работе,msharova,2024-12-29 16:08:30
185,В разработке,ymosyagina,2024-12-29 19:02:55
185,Отменен,ymosyagina,2024-12-29 21:03:37
185,В работе,ymosyagina,2024-12-29 23:28:18
185,Ожидается ответ пользователя,nikiforovaana,2024-12-30 05:56:13
185,Выполнено,asayfuddinov,2024-12-30 10:28:49
186,Ожидает обработки,rkarvenov,2024-11-20 02:53:35
186,В работе,rkarvenov,2024-11-20 07:14:16
186,В работе,rkarvenov,2024-11-20 11:41:08
186,В работе,nikiforovaana,2024-11-20 15:50:08
186,В работе,rkarvenov,2024-11-20 18:23:07
186,На согласовании,rkarvenov,2024-11-20 23:58:52
186,Отменен,ymosyagina,2024-11-21 04:49:22
187,Ожидает обработки,aplyukhina,2025-02-22 12:06:28
187,В работе,aplyukhina,2025-02-23 00:50:17
187,В работе,rkarvenov,2025-02-23 09:59:20
187,В работе,aplyukhina,2025-02-23 19:24:10
187,Ожидается ответ пользователя,aplyukhina,2025-02-24 00:01:27
187,Выполнено,aplyukhina,2025-02-24 09:06:27
188,Ожидает обработки,rkarvenov,2025-01-08 10:45:27
188,В работе,rkarvenov,2025-01-08 23:51:04
188,На согласовании,rkarvenov,2025-01-09 05:26:08
188,Выполнено,rkarvenov,2025-01-09 15:45:42
189,Ожидает обработки,aplyukhina,2025-01-31 08:02:02
189,В работе,asayfuddinov,2025-01-31 08:58:55
189,На согласовании,msharova,2025-01-31 10:13:57
189,Выполнено,aplyukhina,2025-01-31 11:55:08
190,Ожидает обработки,alesushkov,2025-01-04 13:53:25
190,В работе,dnoosan,2025-01-04 19:00:15
190,В работе,alesushkov,2025-01-04 20:54:31
190,Отменен,alesushkov,2025-01-05 00:51:10
191,Ожидает обработки,mburuhin,2025-01-27 08:05:44
191,В работе,ymosyagina,2025-01-27 18:15:30
191,Ожидается ответ пользователя,nikiforovaana,2025-01-27 21:13:33
191,Отменен,rkarvenov,2025-01-28 06:41:28
192,Ожидает обработки,msharova,2025-01-07 15:48:05
192,В работе,dnoosan,2025-01-07 19:46:25
192,В работе,msharova,2025-01-08 03:55:52
192,На согласовании,msharova,2025-01-08 14:53:11
192,Отменен,msharova,2025-01-08 23:04:59
193,Ожидает обработки,alesushkov,2024-10-24 14:09:42
193,В работе,rkarvenov,2024-10-24 17:25:27
193,В разработке,ymosyagina,2024-10-24 22:33:15
193,В разработке,alesushkov,2024-10-25 01:25:40
193,В работе,alesushkov,2024-10-25 04:21:16
193,В работе,aplyukhina,2024-10-25 05:55:58
193,Выполнено,msharova,2024-10-25 07:38:08
194,Ожидает обработки,aplyukhina,2025-02-03 19:10:39
194,В работе,aplyukhina,2025-02-04 02:55:06
194,В разработке,mburuhin,2025-02-04 12:08:50
194,На согласовании,aplyukhina,2025-02-05 01:48:28
194,В разработке,aplyukhina,2025-02-05 09:24:41
194,В разработке,aplyukhina,2025-02-05 22:30:51
194,Отменен,aplyukhina,2025-02-06 07:40:59
195,Ожидает обработки,agliskov,2024-12-24 06:52:10
195,В работе,nikiforovaana,2024-12-24 08:30:34
195,В разработке,agliskov,2024-12-24 11:07:58
195,Ожидается ответ пользователя,agliskov,2024-12-24 15:38:09
195,На согласовании,alesushkov,2024-12-24 18:13:37
195,В работе,ymosyagina,2024-12-24 20:25:00
195,Отменен,rkarvenov,2024-12-25 00:17:06
196,Ожидает обработки,aplyukhina,2025-02-26 20:21:27
196,В работе,aplyukhina,2025-02-27 00:07:34
196,В разработке,msharova,2025-02-27 04:11:23
196,Выполнено,ymosyagina,2025-02-27 06:00:11
197,Ожидает обработки,ymosyagina,2025-01-10 15:04:49
197,В работе,ymosyagina,2025-01-10 23:29:20
197,На согласовании,ymosyagina,2025-01-11 03:50:26
197,На согласовании,ymosyagina,2025-01-11 06:28:35
197,В работе,ymosyagina,2025-01-11 09:25:44
197,В работе,rkarvenov,2025-01-11 18:16:26
197,Отменен,ymosyagina,2025-01-12 01:46:39
198,Ожидает обработки,ymosyagina,2025-01-27 16:50:59
198,В работе,ymosyagina,2025-01-28 03:02:48
198,В разработке,rkarvenov,2025-01-28 11:36:40
198,В работе,ymosyagina,2025-01-28 17:06:42
198,Выполнено,ymosyagina,2025-01-29 01:55:57
199,Ожидает обработки,alesushkov,2024-11-19 08:19:30
199,В работе,msharova,2024-11-19 18:33:22
199,В работе,alesushkov,2024-11-20 03:33:49
199,Выполнено,mburuhin,2024-11-20 09:32:37
200,Ожидает обработки,dnoosan,2024-12-19 11:11:40
200,В работе,dnoosan,2024-12-19 12:12:50
200,На согласовании,dnoosan,2024-12-19 12:56:17
200,Ожидается ответ пользователя,dnoosan,2024-12-19 13:39:52
200,В работе,dnoosan,2024-12-19 14:45:00
200,Выполнено,mburuhin,2024-12-19 16:38:02
201,Ожидает обработки,asayfuddinov,2025-01-16 21:16:00
201,В работе,asayfuddinov,2025-01-17 04:07:49
201,В разработке,nikiforovaana,2025-01-17 06:21:52
201,На согласовании,ymosyagina,2025-01-17 14:28:11
201,На согласовании,asayfuddinov,2025-01-17 21:53:47
201,В разработке,asayfuddinov,2025-01-18 03:07:27
201,Выполнено,asayfuddinov,2025-01-18 06:38:40
202,Ожидает обработки,agliskov,2024-12-29 19:16:54
202,В работе,agliskov,2024-12-30 00:55:44
202,Ожидается ответ пользователя,agliskov,2024-12-30 14:04:31
202,Ожидается ответ пользователя,rkarvenov,2024-12-31 04:00:38
202,На согласовании,dnoosan,2024-12-31 09:49:11
202,Выполнено,agliskov,2024-12-31 16:39:59
203,Ожидает обработки,rkarvenov,2024-12-27 08:56:31
203,В работе,rkarvenov,2024-12-27 10:37:54
203,Ожидается ответ пользователя,rkarvenov,2024-12-27 12:46:04
203,Ожидается ответ пользователя,rkarvenov,2024-12-27 14:29:36
203,В работе,rkarvenov,2024-12-27 16:23:03
203,Выполнено,rkarvenov,2024-12-27 18:03:09
204,Ожидает обработки,alesushkov,2024-11-04 06:15:58
204,В работе,alesushkov,2024-11-04 13:28:22
204,Ожидается ответ пользователя,alesushkov,2024-11-04 19:30:41
204,В разработке,aplyukhina,2024-11-05 09:08:04
204,Ожидается ответ пользователя,alesushkov,2024-11-05 18:42:45
204,Выполнено,agliskov,2024-11-06 02:30:24
205,Ожидает обработки,asayfuddinov,2024-11-14 21:58:02
205,В работе,asayfuddinov,2024-11-14 23:08:57
205,На согласовании,msharova,2024-11-15 02:04:19
205,В разработке,aplyukhina,2024-11-15 03:45:29
205,На согласовании,asayfuddinov,2024-11-15 06:36:23
205,В работе,asayfuddinov,2024-11-15 09:45:20
205,Отменен,asayfuddinov,2024-11-15 10:40:56
206,Ожидает обработки,dnoosan,2024-10-27 17:46:53
206,В работе,dnoosan,2024-10-28 00:52:32
206,На согласовании,dnoosan,2024-10-28 06:51:16
206,Ожидается ответ пользователя,dnoosan,2024-10-28 10:06:23
206,Отменен,dnoosan,2024-10-28 16:00:22
207,Ожидает обработки,mburuhin,2025-02-22 07:29:17
207,В работе,mburuhin,2025-02-22 08:56:55
207,В работе,mburuhin,2025-02-22 10:34:33
207,Ожидается ответ пользователя,mburuhin,2025-02-22 14:05:47
207,Ожидается ответ пользователя,mburuhin,2025-02-22 17:37:30
207,Выполнено,aplyukhina,2025-02-22 21:27:28
207,В работе,mburuhin,2025-02-23 00:47:59
207,Ожидается ответ пользователя,mburuhin,2025-02-23 03:24:30
207,Отменен,aplyukhina,2025-02-23 08:21:51
208,Ожидает обработки,asayfuddinov,2024-11-17 06:44:42
208,В работе,asayfuddinov,2024-11-17 09:43:01
208,В работе,nikiforovaana,2024-11-17 12:44:08
208,Отменен,asayfuddinov,2024-11-17 15:52:50
209,Ожидает обработки,agliskov,2024-12-14 14:14:17
209,В работе,agliskov,2024-12-14 23:58:22
209,Ожидается ответ пользователя,agliskov,2024-12-15 06:17:33
209,В работе,agliskov,2024-12-15 09:12:09
209,В разработке,rkarvenov,2024-12-15 19:05:52
209,В работе,agliskov,2024-12-16 04:02:35
209,Выполнено,agliskov,2024-12-16 10:27:19
210,Ожидает обработки,agliskov,2024-12-11 06:49:14
210,В работе,aplyukhina,2024-12-11 07:54:17
210,На согласовании,agliskov,2024-12-11 09:29:58
210,Отменен,ymosyagina,2024-12-11 11:06:43
211,Ожидает обработки,ymosyagina,2024-11-10 07:47:37
211,В работе,ymosyagina,2024-11-10 13:31:44
211,В разработке,ymosyagina,2024-11-10 18:39:24
211,В разработке,ymosyagina,2024-11-10 22:47:08
211,Ожидается ответ пользователя,ymosyagina,2024-11-11 03:32:48
211,В работе,ymosyagina,2024-11-11 06:30:39
211,Отменен,ymosyagina,2024-11-11 10:01:51
212,Ожидает обработки,msharova,2024-11-26 04:28:06
212,В работе,msharova,2024-11-26 09:21:05
212,В разработке,msharova,2024-11-26 17:37:14
212,В работе,msharova,2024-11-27 00:40:03
212,Ожидается ответ пользователя,nikiforovaana,2024-11-27 04:32:03
212,Выполнено,msharova,2024-11-27 11:21:28
213,Ожидает обработки,agliskov,2025-02-14 17:46:35
213,В работе,agliskov,2025-02-14 23:52:59
213,В разработке,aplyukhina,2025-02-15 11:05:42
213,Выполнено,agliskov,2025-02-15 14:36:06
214,Ожидает обработки,mburuhin,2024-11-10 01:03:14
214,В работе,mburuhin,2024-11-10 03:54:24
214,Ожидается ответ пользователя,dnoosan,2024-11-10 05:00:29
214,Выполнено,agliskov,2024-11-10 07:46:41
215,Ожидает обработки,alesushkov,2024-12-09 21:32:31
215,В работе,mburuhin,2024-12-10 01:38:18
215,В работе,aplyukhina,2024-12-10 08:50:28
215,В разработке,alesushkov,2024-12-10 15:12:23
215,Ожидается ответ пользователя,aplyukhina,2024-12-10 20:01:58
215,Отменен,alesushkov,2024-12-11 00:38:34
216,Ожидает обработки,nikiforovaana,2024-10-08 09:21:48
216,В работе,nikiforovaana,2024-10-08 17:45:01
216,В работе,dnoosan,2024-10-09 04:51:28
216,В работе,nikiforovaana,2024-10-09 11:43:04
216,На согласовании,nikiforovaana,2024-10-09 21:41:26
216,На согласовании,rkarvenov,2024-10-10 05:11:09
216,Выполнено,nikiforovaana,2024-10-10 16:57:35
217,Ожидает обработки,agliskov,2025-01-05 14:08:09
217,В работе,asayfuddinov,2025-01-05 18:54:44
217,В работе,msharova,2025-01-06 05:23:20
217,В работе,agliskov,2025-01-06 13:57:27
217,Ожидается ответ пользователя,agliskov,2025-01-07 00:57:38
217,В работе,nikiforovaana,2025-01-07 09:34:44
217,Отменен,agliskov,2025-01-07 22:26:23
218,Ожидает обработки,dnoosan,2024-11-29 04:53:21
218,В работе,dnoosan,2024-11-29 06:41:51
218,В разработке,msharova,2024-11-29 07:49:18
218,В работе,dnoosan,2024-11-29 09:06:58
218,В разработке,aplyukhina,2024-11-29 11:49:43
218,Выполнено,ymosyagina,2024-11-29 13:17:17
219,Ожидает обработки,ymosyagina,2025-02-17 18:58:53
219,В работе,ymosyagina,2025-02-17 19:52:10
219,На согласовании,mburuhin,2025-02-17 22:32:29
219,Ожидается ответ пользователя,ymosyagina,2025-02-18 01:04:38
219,На согласовании,ymosyagina,2025-02-18 02:19:09
219,Отменен,ymosyagina,2025-02-18 05:08:00
220,Ожидает обработки,nikiforovaana,2025-02-08 04:56:45
220,В работе,nikiforovaana,2025-02-08 15:18:06
220,На согласовании,nikiforovaana,2025-02-09 01:47:14
220,Отменен,nikiforovaana,2025-02-09 16:17:16
221,Ожидает обработки,rkarvenov,2024-11-04 10:01:18
221,В работе,rkarvenov,2024-11-04 22:44:13
221,В разработке,rkarvenov,2024-11-05 04:13:52
221,В работе,rkarvenov,2024-11-05 15:29:12
221,В работе,nikiforovaana,2024-11-05 22:17:43
221,В работе,rkarvenov,2024-11-06 03:57:16
221,Выполнено,rkarvenov,2024-11-06 16:59:11
222,Ожидает обработки,alesushkov,2024-11-19 13:32:29
222,В работе,alesushkov,2024-11-19 15:11:16
222,Ожидается ответ пользователя,alesushkov,2024-11-19 17:01:56
222,В работе,alesushkov,2024-11-19 20:19:40
222,Ожидается ответ пользователя,alesushkov,2024-11-19 23:36:14
222,На согласовании,alesushkov,2024-11-20 01:11:26
222,Отменен,alesushkov,2024-11-20 03:30:02
223,Ожидает обработки,alesushkov,2024-11-14 04:34:32
223,В работе,alesushkov,2024-11-14 15:44:15
223,В работе,alesushkov,2024-11-14 20:27:08
223,Ожидается ответ пользователя,asayfuddinov,2024-11-15 01:53:25
223,В разработке,alesushkov,2024-11-15 09:11:24
223,Выполнено,alesushkov,2024-11-15 21:40:24
224,Ожидает обработки,aplyukhina,2025-01-16 20:41:44
224,В работе,aplyukhina,2025-01-17 04:28:31
224,Ожидается ответ пользователя,aplyukhina,2025-01-17 07:21:39
224,В разработке,ymosyagina,2025-01-17 11:57:02
224,В разработке,aplyukhina,2025-01-17 19:56:41
224,На согласовании,aplyukhina,2025-01-18 00:22:30
224,Отменен,aplyukhina,2025-01-18 03:29:26
225,Ожидает обработки,msharova,2025-02-03 15:27:37
225,В работе,msharova,2025-02-04 01:06:15
225,В работе,ymosyagina,2025-02-04 11:31:26
225,Ожидается ответ пользователя,aplyukhina,2025-02-04 14:40:00
225,В работе,alesushkov,2025-02-04 21:11:45
225,Отменен,msharova,2025-02-05 04:10:52
226,Ожидает обработки,alesushkov,2025-02-17 14:37:42
226,В работе,alesushkov,2025-02-17 16:14:23
226,В работе,nikiforovaana,2025-02-17 16:48:53
226,В работе,alesushkov,2025-02-17 18:30:27
226,В разработке,alesushkov,2025-02-17 19:24:55
226,Ожидается ответ пользователя,alesushkov,2025-02-17 20:18:56
226,Выполнено,alesushkov,2025-02-17 20:52:44
227,Ожидает обработки,ymosyagina,2024-11-10 22:33:37
227,В работе,ymosyagina,2024-11-11 01:34:30
227,На согласовании,ymosyagina,2024-11-11 05:58:22
227,Ожидается ответ пользователя,ymosyagina,2024-11-11 10:43:14
227,В разработке,rkarvenov,2024-11-11 15:42:59
227,На согласовании,alesushkov,2024-11-11 20:50:47
227,Отменен,ymosyagina,2024-11-12 01:19:51
228,Ожидает обработки,rkarvenov,2025-01-06 19:05:49
228,В работе,msharova,2025-01-06 21:26:43
228,Ожидается ответ пользователя,alesushkov,2025-01-07 03:43:29
228,Ожидается ответ пользователя,rkarvenov,2025-01-07 08:23:28
228,Ожидается ответ пользователя,nikiforovaana,2025-01-07 12:01:42
228,Выполнено,alesushkov,2025-01-07 14:06:27
229,Ожидает обработки,alesushkov,2025-01-31 14:20:23
229,В работе,alesushkov,2025-01-31 16:50:10
229,Ожидается ответ пользователя,alesushkov,2025-01-31 20:40:49
229,В разработке,dnoosan,2025-02-01 01:58:51
229,Выполнено,aplyukhina,2025-02-01 07:40:02
230,Ожидает обработки,nikiforovaana,2024-11-10 03:01:45
230,В работе,nikiforovaana,2024-11-10 04:37:23
230,Ожидается ответ пользователя,msharova,2024-11-10 07:29:23
230,В разработке,nikiforovaana,2024-11-10 08:54:48
230,Выполнено,nikiforovaana,2024-11-10 10:10:25
231,Ожидает обработки,mburuhin,2025-01-17 21:15:47
231,В работе,mburuhin,2025-01-18 01:05:32
231,В работе,mburuhin,2025-01-18 05:48:57
231,Отменен,mburuhin,2025-01-18 09:25:15
232,Ожидает обработки,mburuhin,2024-12-15 12:10:31
232,В работе,mburuhin,2024-12-15 18:39:04
232,На согласовании,mburuhin,2024-12-15 22:34:13
232,Выполнено,mburuhin,2024-12-16 08:56:17
233,Ожидает обработки,rkarvenov,2024-10-11 22:31:37
233,В работе,rkarvenov,2024-10-12 03:03:32
233,В разработке,msharova,2024-10-12 10:58:47
233,Ожидается ответ пользователя,asayfuddinov,2024-10-12 22:54:31
233,Выполнено,rkarvenov,2024-10-13 10:37:05
234,Ожидает обработки,mburuhin,2024-10-15 16:14:15
234,В работе,mburuhin,2024-10-15 18:18:03
234,В разработке,mburuhin,2024-10-15 20:15:17
234,В работе,mburuhin,2024-10-16 01:07:39
234,Ожидается ответ пользователя,msharova,2024-10-16 05:57:24
234,Ожидается ответ пользователя,mburuhin,2024-10-16 10:28:54
234,Отменен,dnoosan,2024-10-16 12:48:41
235,Ожидает обработки,aplyukhina,2024-12-04 01:49:11
235,В работе,aplyukhina,2024-12-04 02:37:23
235,В работе,aplyukhina,2024-12-04 03:14:46
235,Выполнено,aplyukhina,2024-12-04 05:33:54
236,Ожидает обработки,msharova,2024-11-17 22:25:04
236,В работе,ymosyagina,2024-11-18 03:47:36
236,В разработке,ymosyagina,2024-11-18 06:30:52
236,Выполнено,rkarvenov,2024-11-18 10:45:53
237,Ожидает обработки,msharova,2024-11-03 14:44:18
237,В работе,msharova,2024-11-03 15:38:16
237,В разработке,msharova,2024-11-03 18:48:14
237,В работе,msharova,2024-11-03 19:59:18
237,Ожидается ответ пользователя,msharova,2024-11-03 23:26:44
237,Отменен,msharova,2024-11-04 02:32:53
238,Ожидает обработки,rkarvenov,2025-01-01 20:01:07
238,В работе,rkarvenov,2025-01-02 02:10:43
238,Ожидается ответ пользователя,rkarvenov,2025-01-02 14:25:44
238,В разработке,mburuhin,2025-01-02 22:54:05
238,В разработке,ymosyagina,2025-01-03 04:57:36
238,В разработке,rkarvenov,2025-01-03 12:29:24
238,Выполнено,rkarvenov,2025-01-04 00:54:25
239,Ожидает обработки,agliskov,2024-12-21 06:52:39
239,В работе,mburuhin,2024-12-21 21:24:16
239,В работе,agliskov,2024-12-22 06:01:37
239,В работе,agliskov,2024-12-22 19:26:25
239,Выполнено,agliskov,2024-12-23 03:50:25
240,Ожидает обработки,ymosyagina,2025-01-21 03:47:06
240,В работе,asayfuddinov,2025-01-21 05:02:33
240,Ожидается ответ пользователя,rkarvenov,2025-01-21 07:43:29
240,На согласовании,msharova,2025-01-21 09:46:49
240,Выполнено,ymosyagina,2025-01-21 11:39:23
241,Ожидает обработки,ymosyagina,2025-01-08 02:18:46
241,В работе,ymosyagina,2025-01-08 14:12:23
241,В работе,ymosyagina,2025-01-08 19:41:05
241,В работе,ymosyagina,2025-01-09 02:28:47
241,Выполнено,ymosyagina,2025-01-09 07:11:58
241,В работе,ymosyagina,2025-01-09 19:21:42
241,Ожидается ответ пользователя,nikiforovaana,2025-01-10 05:56:23
241,Ожидается ответ пользователя,ymosyagina,2025-01-10 13:43:13
241,Выполнено,ymosyagina,2025-01-10 20:59:12
242,Ожидает обработки,dnoosan,2024-10-04 21:31:30
242,В работе,dnoosan,2024-10-05 03:36:03
242,В разработке,rkarvenov,2024-10-05 09:53:40
242,Выполнено,msharova,2024-10-05 18:10:16
243,Ожидает обработки,mburuhin,2025-01-15 23:26:04
243,В работе,aplyukhina,2025-01-16 11:18:07
243,Ожидается ответ пользователя,mburuhin,2025-01-17 00:10:24
243,На согласовании,mburuhin,2025-01-17 04:28:07
243,Отменен,mburuhin,2025-01-17 09:13:47
244,Ожидает обработки,nikiforovaana,2024-11-17 03:51:47
244,В работе,nikiforovaana,2024-11-17 07:15:36
244,Ожидается ответ пользователя,alesushkov,2024-11-17 10:48:59
244,В разработке,ymosyagina,2024-11-17 18:12:56
244,Выполнено,nikiforovaana,2024-11-18 00:29:17
245,Ожидает обработки,nikiforovaana,2024-11-05 21:52:00
245,В работе,nikiforovaana,2024-11-06 07:52:47
245,В работе,nikiforovaana,2024-11-06 14:20:33
245,На согласовании,nikiforovaana,2024-11-06 17:38:56
245,Ожидается ответ пользователя,nikiforovaana,2024-11-07 00:36:09
245,Отменен,dnoosan,2024-11-07 08:15:12
246,Ожидает обработки,aplyukhina,2025-02-11 18:49:05
246,В работе,aplyukhina,2025-02-11 19:55:37
246,В разработке,rkarvenov,2025-02-11 20:38:24
246,В разработке,aplyukhina,2025-02-11 21:21:16
246,Выполнено,aplyukhina,2025-02-11 22:10:34
247,Ожидает обработки,msharova,2024-11-21 00:53:47
247,В работе,msharova,2024-11-21 01:50:33
247,В работе,msharova,2024-11-21 03:48:38
247,Ожидается ответ пользователя,agliskov,2024-11-21 05:21:06
247,В работе,msharova,2024-11-21 07:40:55
247,Выполнено,msharova,2024-11-21 08:52:30
248,Ожидает обработки,msharova,2024-11-05 12:45:06
248,В работе,msharova,2024-11-05 14:45:42
248,Ожидается ответ пользователя,msharova,2024-11-05 16:44:11
248,Ожидается ответ пользователя,msharova,2024-11-05 17:39:10
248,На согласовании,msharova,2024-11-05 19:21:11
248,Ожидается ответ пользователя,msharova,2024-11-05 20:16:45
248,Выполнено,mburuhin,2024-11-05 22:42:05
249,Ожидает обработки,msharova,2025-02-07 20:17:17
249,В работе,msharova,2025-02-07 23:54:43
249,Ожидается ответ пользователя,msharova,2025-02-08 03:54:32
249,В работе,aplyukhina,2025-02-08 06:36:29
249,Выполнено,msharova,2025-02-08 12:32:27
250,Ожидает обработки,rkarvenov,2025-02-01 18:09:46
250,В работе,asayfuddinov,2025-02-01 22:02:09
250,Ожидается ответ пользователя,dnoosan,2025-02-02 02:22:33
250,В работе,rkarvenov,2025-02-02 03:56:44
250,В работе,rkarvenov,2025-02-02 07:48:56
250,Ожидается ответ пользователя,rkarvenov,2025-02-02 10:01:23
250,Выполнено,rkarvenov,2025-02-02 11:54:30
251,Ожидает обработки,rkarvenov,2025-02-09 06:32:58
251,В работе,agliskov,2025-02-09 17:16:23
251,Ожидается ответ пользователя,nikiforovaana,2025-02-10 05:10:55
251,Выполнено,rkarvenov,2025-02-10 10:19:31
252,Ожидает обработки,agliskov,2025-02-08 11:05:59
252,В работе,ymosyagina,2025-02-08 11:46:51
252,Ожидается ответ пользователя,agliskov,2025-02-08 13:09:38
252,В работе,msharova,2025-02-08 15:15:13
252,Ожидается ответ пользователя,agliskov,2025-02-08 16:13:03
252,На согласовании,rkarvenov,2025-02-08 18:24:16
252,Выполнено,agliskov,2025-02-08 19:59:00
253,Ожидает обработки,agliskov,2025-01-24 01:21:39
253,В работе,agliskov,2025-01-24 15:40:29
253,В разработке,agliskov,2025-01-25 01:31:58
253,На согласовании,agliskov,2025-01-25 07:36:42
253,Ожидается ответ пользователя,agliskov,2025-01-25 14:49:01
253,Отменен,agliskov,2025-01-26 04:33:13
254,Ожидает обработки,aplyukhina,2024-10-27 13:22:25
254,В работе,aplyukhina,2024-10-27 19:36:19
254,На согласовании,agliskov,2024-10-28 01:16:51
254,В работе,aplyukhina,2024-10-28 06:08:16
254,Ожидается ответ пользователя,mburuhin,2024-10-28 11:06:24
254,На согласовании,aplyukhina,2024-10-28 13:54:21
254,Выполнено,aplyukhina,2024-10-28 17:11:57
255,Ожидает обработки,alesushkov,2025-01-18 13:27:01
255,В работе,alesushkov,2025-01-18 14:35:09
255,В разработке,msharova,2025-01-18 15:13:20
255,В разработке,alesushkov,2025-01-18 15:57:00
255,Ожидается ответ пользователя,alesushkov,2025-01-18 16:47:28
255,На согласовании,alesushkov,2025-01-18 17:38:28
255,Отменен,alesushkov,2025-01-18 18:50:58
256,Ожидает обработки,rkarvenov,2024-12-22 22:40:11
256,В работе,aplyukhina,2024-12-23 04:58:15
256,Ожидается ответ пользователя,rkarvenov,2024-12-23 10:26:43
256,На согласовании,alesushkov,2024-12-23 14:48:57
256,В работе,rkarvenov,2024-12-23 20:11:01
256,В работе,rkarvenov,2024-12-24 03:25:57
256,Выполнено,rkarvenov,2024-12-24 08:56:40
257,Ожидает обработки,ymosyagina,2024-11-13 12:28:35
257,В работе,ymosyagina,2024-11-14 01:01:56
257,На согласовании,ymosyagina,2024-11-14 09:51:25
257,На согласовании,rkarvenov,2024-11-14 18:52:12
257,На согласовании,ymosyagina,2024-11-15 02:52:49
257,В работе,nikiforovaana,2024-11-15 10:30:26
257,Отменен,ymosyagina,2024-11-15 18:44:33
257,В работе,alesushkov,2024-11-16 08:08:21
257,В разработке,aplyukhina,2024-11-16 16:06:59
257,В разработке,ymosyagina,2024-11-17 00:43:28
257,Отменен,ymosyagina,2024-11-17 13:57:24
258,Ожидает обработки,alesushkov,2025-01-15 20:01:37
258,В работе,alesushkov,2025-01-16 01:05:21
258,В разработке,alesushkov,2025-01-16 05:25:03
258,В работе,agliskov,2025-01-16 11:58:54
258,В работе,ymosyagina,2025-01-16 17:30:38
258,Выполнено,alesushkov,2025-01-16 22:14:30
259,Ожидает обработки,agliskov,2024-11-12 18:16:50
259,В работе,agliskov,2024-11-13 00:18:42
259,В работе,agliskov,2024-11-13 05:03:29
259,В работе,agliskov,2024-11-13 08:09:33
259,Ожидается ответ пользователя,agliskov,2024-11-13 11:44:00
259,Ожидается ответ пользователя,agliskov,2024-11-13 14:22:33
259,Выполнено,ymosyagina,2024-11-13 19:58:56
260,Ожидает обработки,nikiforovaana,2025-02-23 23:29:59
260,В работе,nikiforovaana,2025-02-24 02:59:10
260,В работе,asayfuddinov,2025-02-24 06:18:13
260,На согласовании,nikiforovaana,2025-02-24 14:05:32
260,Ожидается ответ пользователя,nikiforovaana,2025-02-24 17:11:22
260,Отменен,nikiforovaana,2025-02-24 20:56:30
261,Ожидает обработки,mburuhin,2024-11-03 23:07:24
261,В работе,alesushkov,2024-11-04 01:22:55
261,Ожидается ответ пользователя,mburuhin,2024-11-04 04:24:29
261,В разработке,ymosyagina,2024-11-04 05:37:47
261,На согласовании,mburuhin,2024-11-04 06:51:56
261,На согласовании,dnoosan,2024-11-04 08:52:51
261,Выполнено,mburuhin,2024-11-04 12:01:00
262,Ожидает обработки,dnoosan,2024-12-18 12:41:16
262,В работе,agliskov,2024-12-18 23:47:04
262,В работе,dnoosan,2024-12-19 06:51:39
262,В работе,dnoosan,2024-12-19 09:50:53
262,Ожидается ответ пользователя,dnoosan,2024-12-19 13:54:48
262,Отменен,dnoosan,2024-12-19 19:19:21
263,Ожидает обработки,dnoosan,2024-12-19 21:24:23
263,В работе,dnoosan,2024-12-20 01:14:35
263,Ожидается ответ пользователя,dnoosan,2024-12-20 06:49:11
263,На согласовании,dnoosan,2024-12-20 12:11:17
263,Отменен,dnoosan,2024-12-20 15:52:05
264,Ожидает обработки,msharova,2024-10-05 10:53:48
264,В работе,msharova,2024-10-05 19:44:03
264,В работе,msharova,2024-10-06 07:12:37
264,В работе,msharova,2024-10-06 17:51:51
264,Ожидается ответ пользователя,msharova,2024-10-06 21:45:52
264,Отменен,msharova,2024-10-07 02:20:55
