,ticket_id,ticket_name,created_date,resolved_date,first_status,last_status,first_assignee,last_assignee,priority,tag,sla_hours
357,358,SD-911_6000358,2024-11-16 22:05:46,2024-11-27 18:05:46,Ожидает обработки,В работу,nikiforovaana,alesushkov,P4,oe_inventory,168
358,359,SD-911_6000359,2024-12-09 03:06:20,2024-12-17 14:06:20,Ожидает обработки,В работу,rkarvenov,ymosyagina,P4,oe_returns,168
359,360,SD-911_6000360,2024-10-23 15:52:25,2024-10-25 08:52:25,Ожидает обработки,В работу,ymosyagina,alesushkov,P1,oe_move_fresh_to_fresh,2
360,361,SD-911_6000361,2024-12-08 09:01:08,2024-12-16 01:01:08,Ожидает обработки,В работу,alesushkov,nikiforovaana,P4,oe_returns,168
361,362,SD-911_6000362,2024-12-04 18:49:23,2024-12-14 23:49:23,Ожидает обработки,Выполнено,ymosyagina,dnoosan,P4,oe_notcorrect,168
362,363,SD-911_6000363,2025-01-03 05:10:56,2025-01-03 12:10:56,Ожидает обработки,В работу,dnoosan,dnoosan,P4,oe_inventory,168
363,364,SD-911_6000364,2025-01-23 14:00:09,2025-02-03 06:00:09,Ожидает обработки,В работу,agliskov,agliskov,P4,oe_returns,168
364,365,SD-911_6000365,2024-10-03 13:06:13,2024-10-03 16:06:13,Ожидает обработки,В работу,ymosyagina,alesushkov,P3,oe_posting_pushing,72
365,366,SD-911_6000366,2024-10-06 06:14:33,2024-10-06 20:14:33,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P5,oe_returns,720
366,367,SD-911_6000367,2025-01-10 00:20:43,2025-01-10 03:20:43,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P2,oe_cargo,24
367,368,SD-911_6000368,2024-12-17 19:14:31,2024-12-21 17:14:31,Ожидает обработки,В работу,aplyukhina,mburuhin,P3,oe_inventory,72
368,369,SD-911_6000369,2024-12-08 12:45:09,2024-12-08 14:45:09,Ожидает обработки,Отменен,dnoosan,dnoosan,P2,oe_returns,24
369,370,SD-911_6000370,2024-10-31 22:36:18,2024-10-31 23:36:18,Ожидает обработки,В работу,mburuhin,mburuhin,P3,oe_synk,72
370,371,SD-911_6000371,2024-12-14 15:56:31,2024-12-18 11:56:31,Ожидает обработки,В работу,dnoosan,ymosyagina,P2,oe_notcorrect,24
371,372,SD-911_6000372,2024-12-02 05:42:43,2024-12-02 12:42:43,Ожидает обработки,В работу,msharova,msharova,P3,oe_datafix,72
372,373,SD-911_6000373,2024-11-24 02:35:00,2024-11-24 05:35:00,Ожидает обработки,В работу,aplyukhina,msharova,P2,oe_returns,24
373,374,SD-911_6000374,2024-10-19 01:09:11,2024-10-22 09:09:11,Ожидает обработки,В работу,nikiforovaana,aplyukhina,P2,oe_inventory,24
374,375,SD-911_6000375,2024-11-11 17:19:30,2024-11-12 07:19:30,Ожидает обработки,В работу,aplyukhina,aplyukhina,P5,,720
375,376,SD-911_6000376,2024-11-24 04:45:06,2024-11-24 12:45:06,Ожидает обработки,В работу,rkarvenov,agliskov,P4,oe_rsp,168
376,377,SD-911_6000377,2025-01-17 05:28:44,2025-01-17 06:28:44,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P4,oe_pldcs,168
377,378,SD-911_6000378,2024-11-27 00:36:39,2024-11-27 01:36:39,Ожидает обработки,В работу,rkarvenov,rkarvenov,P3,,72
378,379,SD-911_6000379,2025-01-08 12:25:44,2025-01-14 21:25:44,Ожидает обработки,Выполнено,nikiforovaana,alesushkov,P3,oe_posting_problem,72
379,380,SD-911_6000380,2024-12-19 07:06:34,2024-12-19 13:06:34,Ожидает обработки,В работу,mburuhin,msharova,P3,oe_inventory,72
380,381,SD-911_6000381,2025-01-05 13:16:24,2025-01-05 16:16:24,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P3,oe_pldcs,72
381,382,SD-911_6000382,2024-10-15 23:33:16,2024-10-16 04:33:16,Ожидает обработки,В работу,ymosyagina,ymosyagina,P3,oe_posting_pushing,72
382,383,SD-911_6000383,2025-01-07 10:04:11,2025-01-07 12:04:11,Ожидает обработки,В работу,agliskov,agliskov,P4,oe_move_fresh_to_fresh,168
383,384,SD-911_6000384,2024-11-25 22:57:02,2024-11-27 12:57:02,Ожидает обработки,Выполнено,msharova,agliskov,P2,oe_synk,24
384,385,SD-911_6000385,2024-10-11 23:58:12,2024-10-12 04:58:12,Ожидает обработки,В работу,agliskov,agliskov,P4,oe_inventory,168
385,386,SD-911_6000386,2024-11-18 01:02:56,2024-11-18 13:02:56,Ожидает обработки,Отменен,nikiforovaana,nikiforovaana,P4,oe_posting_problem,168
386,387,SD-911_6000387,2024-10-26 04:32:42,2024-10-26 05:32:42,Ожидает обработки,В работу,agliskov,ymosyagina,P2,oe_rsp,24
387,388,SD-911_6000388,2024-10-26 10:38:35,2024-10-29 23:38:35,Ожидает обработки,В работу,dnoosan,alesushkov,P3,oe_consig,72
388,389,SD-911_6000389,2025-01-25 22:45:59,2025-01-29 18:45:59,Ожидает обработки,Выполнено,aplyukhina,aplyukhina,P3,oe_returns,72
389,390,SD-911_6000390,2024-11-09 23:46:59,2024-11-10 03:46:59,Ожидает обработки,В работу,rkarvenov,rkarvenov,P5,oe_datafix,720
390,391,SD-911_6000391,2024-10-03 20:31:04,2024-10-04 03:31:04,Ожидает обработки,В работу,dnoosan,dnoosan,P3,oe_inventory,72
391,392,SD-911_6000392,2025-01-06 23:43:37,2025-01-07 06:43:37,Ожидает обработки,Отменен,msharova,msharova,P3,oe_datafix,72
392,393,SD-911_6000393,2024-11-06 23:18:03,2024-11-12 05:18:03,Ожидает обработки,Отменен,ymosyagina,rkarvenov,P3,oe_posting_problem,72
393,394,SD-911_6000394,2025-01-17 12:14:09,2025-01-17 15:14:09,Ожидает обработки,В работу,alesushkov,nikiforovaana,P3,oe_inventory,72
394,395,SD-911_6000395,2024-11-13 22:14:43,2024-11-14 04:14:43,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P3,oe_posting_pushing,72
395,396,SD-911_6000396,2025-01-11 07:05:09,2025-01-11 13:05:09,Ожидает обработки,В работу,dnoosan,dnoosan,P3,oe_returns,72
396,397,SD-911_6000397,2025-01-10 01:55:04,2025-01-13 12:55:04,Ожидает обработки,В работу,alesushkov,alesushkov,P3,oe_posting_problem,72
397,398,SD-911_6000398,2024-11-29 12:31:33,2024-11-29 15:31:33,Ожидает обработки,В работу,rkarvenov,rkarvenov,P3,oe_rsp,72
398,399,SD-911_6000399,2024-10-20 15:01:49,2024-10-20 17:01:49,Ожидает обработки,Отменен,alesushkov,alesushkov,P3,oe_notcorrect,72
399,400,SD-911_6000400,2024-11-20 01:51:21,2024-11-20 03:51:21,Ожидает обработки,В работу,asayfuddinov,msharova,P4,oe_returns,168
400,401,SD-911_6000401,2024-12-08 06:16:14,2024-12-14 22:16:14,Ожидает обработки,Выполнено,ymosyagina,ymosyagina,P3,oe_returns,72
401,402,SD-911_6000402,2024-11-10 05:53:53,2024-11-10 13:53:53,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P3,oe_synk,72
402,403,SD-911_6000403,2024-10-26 00:21:09,2024-10-26 01:21:09,Ожидает обработки,В работу,ymosyagina,nikiforovaana,P1,oe_inventory,2
403,404,SD-911_6000404,2024-11-18 19:46:34,2024-11-19 00:46:34,Ожидает обработки,В работу,rkarvenov,rkarvenov,P3,oe_posting_problem,72
404,405,SD-911_6000405,2024-11-27 14:47:18,2024-11-27 20:47:18,Ожидает обработки,В работу,ymosyagina,ymosyagina,P3,oe_synk,72
405,406,SD-911_6000406,2024-11-03 11:26:15,2024-11-03 13:26:15,Ожидает обработки,В работу,rkarvenov,rkarvenov,P4,oe_posting_problem,168
406,407,SD-911_6000407,2024-10-07 18:09:17,2024-10-08 02:09:17,Ожидает обработки,В работу,msharova,aplyukhina,P3,oe_posting_pushing,72
407,408,SD-911_6000408,2025-01-18 12:14:01,2025-01-22 06:14:01,Ожидает обработки,В работу,agliskov,aplyukhina,P2,oe_inventory,24
408,409,SD-911_6000409,2025-01-05 08:16:31,2025-01-05 09:16:31,Ожидает обработки,В работу,msharova,msharova,P4,oe_posting_problem,168
409,410,SD-911_6000410,2024-12-07 05:00:11,2024-12-07 11:00:11,Ожидает обработки,В работу,alesushkov,alesushkov,P3,oe_posting_pushing,72
410,411,SD-911_6000411,2024-12-21 12:45:59,2024-12-21 23:45:59,Ожидает обработки,В работу,agliskov,mburuhin,P4,oe_inventory,168
411,412,SD-911_6000412,2024-11-02 01:03:54,2024-11-02 03:03:54,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P2,oe_kiz,24
412,413,SD-911_6000413,2024-10-20 08:03:20,2024-10-20 11:03:20,Ожидает обработки,В работу,nikiforovaana,aplyukhina,P3,oe_returns,72
413,414,SD-911_6000414,2024-10-27 21:41:25,2024-10-27 22:41:25,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P3,oe_returns,72
414,415,SD-911_6000415,2024-11-25 17:17:09,2024-11-25 18:17:09,Ожидает обработки,В работу,ymosyagina,ymosyagina,P2,oe_inventory,24
415,416,SD-911_6000416,2024-11-25 03:27:51,2024-11-25 08:27:51,Ожидает обработки,В работу,mburuhin,mburuhin,P3,oe_synk,72
416,417,SD-911_6000417,2024-12-05 20:57:06,2024-12-10 21:57:06,Ожидает обработки,В работу,asayfuddinov,dnoosan,P3,oe_inventory,72
417,418,SD-911_6000418,2024-11-28 00:19:56,2024-11-28 02:19:56,Ожидает обработки,В работу,rkarvenov,nikiforovaana,P3,oe_incident_bo,72
418,419,SD-911_6000419,2024-10-13 09:29:08,2024-10-13 10:29:08,Ожидает обработки,В работу,dnoosan,dnoosan,P3,oe_posting_problem,72
419,420,SD-911_6000420,2024-12-28 05:43:18,2024-12-31 08:43:18,Ожидает обработки,В работу,rkarvenov,rkarvenov,P3,oe_pldcs,72
420,421,SD-911_6000421,2024-12-11 16:02:16,2024-12-11 18:02:16,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P3,oe_move_fresh_to_fresh,72
421,422,SD-911_6000422,2025-01-14 06:50:14,2025-01-14 22:50:14,Ожидает обработки,В работу,nikiforovaana,dnoosan,P1,oe_synk,2
422,423,SD-911_6000423,2024-11-28 08:33:04,2024-12-01 08:33:04,Ожидает обработки,В работу,asayfuddinov,agliskov,P3,oe_synk,72
423,424,SD-911_6000424,2025-01-03 16:54:30,2025-01-10 13:54:30,Ожидает обработки,В работу,msharova,msharova,P5,oe_consig_asgard,720
424,425,SD-911_6000425,2024-11-01 09:33:39,2024-11-01 16:33:39,Ожидает обработки,В работу,ymosyagina,ymosyagina,P4,oe_posting_problem,168
425,426,SD-911_6000426,2025-01-27 12:37:50,2025-01-27 19:37:50,Ожидает обработки,В работу,msharova,mburuhin,P3,oe_rsp,72
426,427,SD-911_6000427,2024-10-01 18:25:30,2024-10-01 22:25:30,Ожидает обработки,Отменен,dnoosan,dnoosan,P3,oe_posting_problem,72
427,428,SD-911_6000428,2024-12-04 00:01:10,2024-12-11 04:01:10,Ожидает обработки,В работу,alesushkov,alesushkov,P4,oe_consig,168
428,429,SD-911_6000429,2024-12-21 13:42:09,2024-12-21 18:42:09,Ожидает обработки,Отменен,aplyukhina,aplyukhina,P3,oe_pldcs,72
429,430,SD-911_6000430,2024-11-30 17:01:12,2024-12-01 04:01:12,Ожидает обработки,В работу,mburuhin,mburuhin,P4,oe_rsp,168
430,431,SD-911_6000431,2025-01-22 08:20:33,2025-01-27 07:20:33,Ожидает обработки,В работу,rkarvenov,rkarvenov,P3,oe_cargo,72
431,432,SD-911_6000432,2025-01-05 00:28:44,2025-01-05 08:28:44,Ожидает обработки,В работу,ymosyagina,ymosyagina,P5,oe_inventory,720
432,433,SD-911_6000433,2024-12-14 14:39:51,2024-12-14 19:39:51,Ожидает обработки,Отменен,rkarvenov,rkarvenov,P3,oe_inventory,72
433,434,SD-911_6000434,2025-01-08 21:09:51,2025-01-15 22:09:51,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P4,oe_datafix,168
434,435,SD-911_6000435,2024-12-12 22:55:44,2024-12-13 13:55:44,Ожидает обработки,В работу,rkarvenov,rkarvenov,P5,oe_synk,720
435,436,SD-911_6000436,2024-11-09 20:20:30,2024-11-09 22:20:30,Ожидает обработки,В работу,aplyukhina,aplyukhina,P3,oe_inventory,72
436,437,SD-911_6000437,2024-11-09 08:08:05,2024-11-09 09:08:05,Ожидает обработки,В работу,msharova,msharova,P1,oe_returns,2
437,438,SD-911_6000438,2024-11-26 03:12:58,2024-11-26 05:12:58,Ожидает обработки,В работу,ymosyagina,ymosyagina,P1,oe_datafix,2
438,439,SD-911_6000439,2025-01-04 01:39:49,2025-01-04 02:39:49,Ожидает обработки,Отменен,alesushkov,alesushkov,P2,oe_posting_problem,24
439,440,SD-911_6000440,2024-10-06 17:35:21,2024-10-10 07:35:21,Ожидает обработки,В работу,nikiforovaana,asayfuddinov,P2,oe_posting_problem,24
440,441,SD-911_6000441,2024-11-24 15:11:07,2024-11-24 23:11:07,Ожидает обработки,В работу,dnoosan,alesushkov,P3,oe_posting_problem,72
441,442,SD-911_6000442,2024-10-15 17:41:34,2024-10-15 18:41:34,Ожидает обработки,В работу,alesushkov,alesushkov,P2,oe_cargo,24
442,443,SD-911_6000443,2024-11-17 03:59:26,2024-11-17 08:59:26,Ожидает обработки,В работу,mburuhin,agliskov,P4,oe_cargo,168
443,444,SD-911_6000444,2024-11-06 14:33:40,2024-11-10 08:33:40,Ожидает обработки,В работу,mburuhin,mburuhin,P3,oe_datafix,72
444,445,SD-911_6000445,2024-11-07 11:56:14,2024-11-08 19:56:14,Ожидает обработки,В работу,nikiforovaana,rkarvenov,P2,oe_consig_asgard,24
445,446,SD-911_6000446,2025-01-21 11:51:02,2025-01-24 12:51:02,Ожидает обработки,В работу,agliskov,asayfuddinov,P3,oe_notcorrect,72
446,447,SD-911_6000447,2024-12-25 10:41:09,2024-12-25 18:41:09,Ожидает обработки,В работу,agliskov,asayfuddinov,P3,oe_move_fresh_to_wms,72
447,448,SD-911_6000448,2025-01-04 02:01:04,2025-01-07 10:01:04,Ожидает обработки,Отменен,mburuhin,rkarvenov,P3,oe_returns,72
448,449,SD-911_6000449,2024-12-15 21:10:16,2024-12-23 14:10:16,Ожидает обработки,В работу,aplyukhina,aplyukhina,P4,oe_posting_pushing,168
449,450,SD-911_6000450,2024-11-02 08:27:27,2024-11-03 11:27:27,Ожидает обработки,Отменен,nikiforovaana,asayfuddinov,P3,oe_consig_asgard,72
450,451,SD-911_6000451,2024-11-10 16:16:31,2024-11-13 13:16:31,Ожидает обработки,Отменен,mburuhin,mburuhin,P3,oe_consig,72
451,452,SD-911_6000452,2024-10-10 03:08:42,2024-10-10 08:08:42,Ожидает обработки,Отменен,alesushkov,alesushkov,P3,oe_returns,72
452,453,SD-911_6000453,2025-01-17 06:31:52,2025-01-17 08:31:52,Ожидает обработки,В работу,msharova,msharova,P1,oe_rsp,2
453,454,SD-911_6000454,2024-11-01 22:18:14,2024-11-01 23:18:14,Ожидает обработки,В работу,nikiforovaana,dnoosan,P1,oe_cargo,2
454,455,SD-911_6000455,2024-12-03 20:21:15,2024-12-04 00:21:15,Ожидает обработки,В работу,mburuhin,agliskov,P2,oe_returns,24
455,456,SD-911_6000456,2024-11-21 06:18:30,2024-11-21 11:18:30,Ожидает обработки,Отменен,dnoosan,dnoosan,P3,oe_posting_problem,72
456,457,SD-911_6000457,2024-12-12 22:14:09,2024-12-17 18:14:09,Ожидает обработки,В работу,mburuhin,mburuhin,P3,oe_rsp,72
457,458,SD-911_6000458,2024-12-18 23:24:45,2024-12-23 21:24:45,Ожидает обработки,Отменен,asayfuddinov,asayfuddinov,P3,oe_rsp,72
458,459,SD-911_6000459,2024-12-20 13:53:50,2024-12-20 22:53:50,Ожидает обработки,В работу,nikiforovaana,asayfuddinov,P4,oe_datafix,168
459,460,SD-911_6000460,2024-10-26 07:27:31,2024-10-26 10:27:31,Ожидает обработки,В работу,mburuhin,mburuhin,P3,oe_datafix,72
460,461,SD-911_6000461,2024-10-25 12:00:02,2024-10-25 17:00:02,Ожидает обработки,В работу,ymosyagina,ymosyagina,P3,oe_kiz,72
461,462,SD-911_6000462,2024-11-09 19:53:20,2024-11-09 23:53:20,Ожидает обработки,В работу,msharova,rkarvenov,P3,oe_cargo,72
462,463,SD-911_6000463,2024-11-07 16:10:57,2024-11-08 02:10:57,Ожидает обработки,В работу,alesushkov,alesushkov,P4,oe_posting_problem,168
463,464,SD-911_6000464,2024-11-16 09:36:13,2024-11-16 10:36:13,Ожидает обработки,Отменен,nikiforovaana,nikiforovaana,P3,oe_notcorrect,72
464,465,SD-911_6000465,2025-01-13 04:31:38,2025-01-13 10:31:38,Ожидает обработки,В работу,alesushkov,dnoosan,P3,oe_returns,72
465,466,SD-911_6000466,2025-01-26 15:28:17,2025-01-27 00:28:17,Ожидает обработки,В работу,nikiforovaana,ymosyagina,P4,oe_posting_problem,168
466,467,SD-911_6000467,2024-10-07 22:01:37,2024-10-08 02:01:37,Ожидает обработки,В работу,mburuhin,nikiforovaana,P3,oe_pldcs,72
467,468,SD-911_6000468,2025-01-05 23:51:51,2025-01-06 06:51:51,Ожидает обработки,Отменен,dnoosan,dnoosan,P3,oe_posting_problem,72
468,469,SD-911_6000469,2024-11-21 22:32:40,2024-11-28 16:32:40,Ожидает обработки,Отменен,rkarvenov,dnoosan,P3,oe_cargo,72
469,470,SD-911_6000470,2024-10-27 07:13:38,2024-10-27 09:13:38,Ожидает обработки,В работу,ymosyagina,ymosyagina,P3,oe_returns,72
470,471,SD-911_6000471,2025-01-03 23:43:42,2025-01-04 01:43:42,Ожидает обработки,Отменен,rkarvenov,rkarvenov,P3,oe_posting_problem,72
471,472,SD-911_6000472,2024-10-06 16:31:03,2024-10-06 22:31:03,Ожидает обработки,В работу,mburuhin,mburuhin,P4,oe_synk,168
472,473,SD-911_6000473,2024-12-02 16:46:30,2024-12-03 01:46:30,Ожидает обработки,В работу,msharova,agliskov,P5,oe_datafix,720
473,474,SD-911_6000474,2024-12-09 06:59:47,2024-12-09 22:59:47,Ожидает обработки,В работу,alesushkov,rkarvenov,P5,oe_notcorrect,720
474,475,SD-911_6000475,2025-01-24 20:43:04,2025-01-29 02:43:04,Ожидает обработки,В работу,dnoosan,dnoosan,P3,oe_posting_problem,72
475,476,SD-911_6000476,2025-01-16 10:20:49,2025-01-16 16:20:49,Ожидает обработки,В работу,alesushkov,alesushkov,P3,oe_datafix,72
476,477,SD-911_6000477,2024-12-11 01:09:29,2024-12-11 06:09:29,Ожидает обработки,В работу,nikiforovaana,dnoosan,P3,oe_notcorrect,72
477,478,SD-911_6000478,2025-01-04 03:20:10,2025-01-04 14:20:10,Ожидает обработки,В работу,agliskov,agliskov,P4,oe_inventory,168
478,479,SD-911_6000479,2024-12-30 10:46:14,2024-12-30 16:46:14,Ожидает обработки,В работу,agliskov,msharova,P3,oe_synk,72
479,480,SD-911_6000480,2025-01-09 06:07:40,2025-01-09 10:07:40,Ожидает обработки,В работу,alesushkov,alesushkov,P4,oe_notcorrect,168
480,481,SD-911_6000481,2024-10-26 07:45:07,2024-10-26 10:45:07,Ожидает обработки,В работу,agliskov,agliskov,P3,oe_pldcs,72
481,482,SD-911_6000482,2024-12-20 20:30:08,2024-12-21 01:30:08,Ожидает обработки,Отменен,dnoosan,dnoosan,P3,oe_consig_asgard,72
482,483,SD-911_6000483,2024-10-10 02:59:02,2024-10-13 20:59:02,Ожидает обработки,В работу,dnoosan,dnoosan,P2,oe_synk,24
483,484,SD-911_6000484,2024-10-13 20:48:09,2024-10-14 04:48:09,Ожидает обработки,В работу,ymosyagina,ymosyagina,P3,oe_posting_problem,72
484,485,SD-911_6000485,2024-11-20 03:01:31,2024-11-20 05:01:31,Ожидает обработки,Отменен,asayfuddinov,asayfuddinov,P2,oe_rsp,24
485,486,SD-911_6000486,2024-12-15 11:27:56,2024-12-21 15:27:56,Ожидает обработки,В работу,asayfuddinov,agliskov,P4,oe_consig_asgard,168
486,487,SD-911_6000487,2024-11-27 02:52:17,2024-11-27 04:52:17,Ожидает обработки,В работу,dnoosan,ymosyagina,P4,oe_incident_bo,168
487,488,SD-911_6000488,2024-11-26 02:35:12,2024-12-02 17:35:12,Ожидает обработки,В работу,rkarvenov,mburuhin,P3,oe_returns,72
488,489,SD-911_6000489,2025-01-09 23:11:44,2025-01-10 05:11:44,Ожидает обработки,Отменен,alesushkov,alesushkov,P4,oe_cargo,168
489,490,SD-911_6000490,2024-10-21 05:04:46,2024-10-24 23:04:46,Ожидает обработки,В работу,asayfuddinov,msharova,P3,oe_incident_bo,72
490,491,SD-911_6000491,2024-10-27 01:46:32,2024-10-27 07:46:32,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P3,oe_datafix,72
491,492,SD-911_6000492,2024-11-21 21:16:09,2024-11-22 01:16:09,Ожидает обработки,В работу,rkarvenov,nikiforovaana,P3,oe_move_fresh_to_wms,72
492,493,SD-911_6000493,2024-10-02 04:52:54,2024-10-02 07:52:54,Ожидает обработки,В работу,alesushkov,msharova,P2,oe_rsp,24
493,494,SD-911_6000494,2025-01-09 18:06:01,2025-01-09 22:06:01,Ожидает обработки,Отменен,mburuhin,mburuhin,P3,oe_incident_bo,72
494,495,SD-911_6000495,2025-01-14 08:11:40,2025-01-14 12:11:40,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P3,oe_posting_problem,72
495,496,SD-911_6000496,2024-12-26 17:51:49,2024-12-26 19:51:49,Ожидает обработки,В работу,dnoosan,dnoosan,P2,oe_cargo,24
496,497,SD-911_6000497,2025-01-08 21:34:14,2025-01-09 05:34:14,Ожидает обработки,В работу,rkarvenov,rkarvenov,P3,oe_incident_bo,72
497,498,SD-911_6000498,2024-11-21 09:24:48,2024-11-21 18:24:48,Ожидает обработки,В работу,msharova,msharova,P4,oe_rsp,168
498,499,SD-911_6000499,2025-01-01 15:00:18,2025-01-05 19:00:18,Ожидает обработки,Отменен,rkarvenov,rkarvenov,P2,oe_move_fresh_to_wms,24
499,500,SD-911_6000500,2024-12-06 03:54:06,2024-12-09 17:54:06,Ожидает обработки,В работу,nikiforovaana,ymosyagina,P3,oe_posting_problem,72
500,501,SD-911_6000501,2024-11-16 21:30:37,2024-11-17 00:30:37,Ожидает обработки,В работу,ymosyagina,dnoosan,P2,oe_posting_problem,24
501,502,SD-911_6000502,2025-01-04 12:28:53,2025-01-04 13:28:53,Ожидает обработки,В работу,aplyukhina,aplyukhina,P3,oe_consig_asgard,72
502,503,SD-911_6000503,2025-01-20 10:02:39,2025-01-20 17:02:39,Ожидает обработки,В работу,agliskov,rkarvenov,P3,oe_returns,72
503,504,SD-911_6000504,2024-11-25 18:55:58,2024-11-26 01:55:58,Ожидает обработки,В работу,msharova,nikiforovaana,P4,oe_inventory,168
504,505,SD-911_6000505,2024-12-13 04:53:13,2024-12-13 06:53:13,Ожидает обработки,В работу,msharova,msharova,P2,oe_cargo,24
505,506,SD-911_6000506,2024-11-24 13:19:44,2024-11-24 18:19:44,Ожидает обработки,Отменен,rkarvenov,rkarvenov,P3,oe_consig_asgard,72
506,507,SD-911_6000507,2024-10-21 00:19:21,2024-10-21 07:19:21,Ожидает обработки,Отменен,dnoosan,dnoosan,P3,oe_notcorrect,72
507,508,SD-911_6000508,2024-11-09 10:39:53,2024-11-09 20:39:53,Ожидает обработки,В работу,asayfuddinov,agliskov,P4,oe_posting_problem,168
508,509,SD-911_6000509,2025-01-05 03:39:22,2025-01-12 14:39:22,Ожидает обработки,В работу,alesushkov,ymosyagina,P4,oe_inventory,168
509,510,SD-911_6000510,2024-12-23 06:42:42,2024-12-23 14:42:42,Ожидает обработки,Отменен,asayfuddinov,asayfuddinov,P4,oe_returns,168
510,511,SD-911_6000511,2025-01-11 05:58:20,2025-01-11 12:58:20,Ожидает обработки,В работу,alesushkov,alesushkov,P3,oe_inventory,72
511,512,SD-911_6000512,2024-11-22 12:30:40,2024-11-22 20:30:40,Ожидает обработки,В работу,aplyukhina,aplyukhina,P3,oe_notcorrect,72
512,513,SD-911_6000513,2024-11-03 20:36:20,2024-11-09 05:36:20,Ожидает обработки,Выполнено,aplyukhina,alesushkov,P3,oe_notcorrect,72
513,514,SD-911_6000514,2024-12-31 22:54:15,2024-12-31 23:54:15,Ожидает обработки,Отменен,alesushkov,alesushkov,P4,oe_consig,168
514,515,SD-911_6000515,2025-01-30 03:56:01,2025-01-30 06:56:01,Ожидает обработки,В работу,rkarvenov,rkarvenov,P3,oe_synk,72
515,516,SD-911_6000516,2024-12-24 11:33:15,2024-12-24 21:33:15,Ожидает обработки,В работу,alesushkov,dnoosan,P4,oe_posting_problem,168
516,517,SD-911_6000517,2024-11-19 09:21:12,2024-11-19 11:21:12,Ожидает обработки,Отменен,dnoosan,dnoosan,P3,oe_posting_pushing,72
517,518,SD-911_6000518,2024-10-27 14:28:33,2024-10-27 15:28:33,Ожидает обработки,В работу,dnoosan,msharova,P1,oe_posting_problem,2
518,519,SD-911_6000519,2024-10-13 22:57:33,2024-10-14 04:57:33,Ожидает обработки,В работу,asayfuddinov,msharova,P3,oe_consig,72
519,520,SD-911_6000520,2024-10-02 17:05:32,2024-11-02 13:05:32,Ожидает обработки,В работу,aplyukhina,agliskov,P5,oe_synk,720
520,521,SD-911_6000521,2024-10-17 23:53:26,2024-10-18 02:53:26,Ожидает обработки,В работу,rkarvenov,agliskov,P2,oe_consig,24
521,522,SD-911_6000522,2024-11-05 14:45:30,2024-11-05 20:45:30,Ожидает обработки,В работу,agliskov,mburuhin,P5,oe_returns,720
522,523,SD-911_6000523,2025-01-22 01:33:01,2025-01-22 04:33:01,Ожидает обработки,В работу,agliskov,rkarvenov,P2,oe_move_fresh_to_fresh,24
523,524,SD-911_6000524,2025-01-14 04:39:12,2025-01-17 02:39:12,Ожидает обработки,В работу,msharova,asayfuddinov,P2,oe_pldcs,24
524,525,SD-911_6000525,2024-11-22 19:21:05,2024-11-23 01:21:05,Ожидает обработки,В работу,msharova,msharova,P4,oe_posting_pushing,168
525,526,SD-911_6000526,2024-10-14 04:37:48,2024-10-14 20:37:48,Ожидает обработки,В работу,ymosyagina,ymosyagina,P5,oe_rsp,720
526,527,SD-911_6000527,2024-11-18 19:29:16,2024-11-19 04:29:16,Ожидает обработки,Отменен,rkarvenov,rkarvenov,P4,oe_posting_problem,168
527,528,SD-911_6000528,2024-12-08 23:14:23,2024-12-13 22:14:23,Ожидает обработки,Отменен,alesushkov,alesushkov,P3,oe_returns,72
528,529,SD-911_6000529,2024-10-20 03:45:34,2024-10-23 09:45:34,Ожидает обработки,В работу,mburuhin,mburuhin,P3,oe_datafix,72
529,530,SD-911_6000530,2024-10-26 16:42:31,2024-10-27 03:42:31,Ожидает обработки,В работу,ymosyagina,alesushkov,P4,oe_synk,168
530,531,SD-911_6000531,2024-12-11 09:50:01,2024-12-11 13:50:01,Ожидает обработки,Отменен,dnoosan,dnoosan,P2,oe_consig,24
531,532,SD-911_6000532,2025-01-03 12:27:27,2025-01-03 17:27:27,Ожидает обработки,В работу,agliskov,agliskov,P3,oe_notcorrect,72
532,533,SD-911_6000533,2024-12-09 10:02:51,2024-12-09 19:02:51,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P4,oe_rsp,168
533,534,SD-911_6000534,2024-12-17 00:29:34,2024-12-17 05:29:34,Ожидает обработки,Отменен,dnoosan,dnoosan,P3,oe_posting_problem,72
534,535,SD-911_6000535,2024-11-12 12:04:18,2024-11-12 13:04:18,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P4,oe_rsp,168
